name,link,cost for 2,cuisines,ratings,reviews,address
"kents fast food Restaurant, Patliputra Colony",https://www.zomato.com/patna/kents-fast-food-patliputra-colony,700,Fast Food,3.1,47," 266, Patliputra Colony, Patna"
"manglam sweets Restaurant, Kankarbagh",https://www.zomato.com/patna/manglam-sweets-kankarbagh,250,Desserts,3.5,27," N R Tower, Hanuman Nagar, Beside Mahindra Showroom, Bypass, Kankarbagh, Patna"
"anti alcohol Restaurant, Sri Krishnapuri",https://www.zomato.com/patna/anti-alcohol-sri-krishnapuri,150,"Beverages, Juices, Fast Food",4.3,15," G-2, Jai Kamla Plaza, Near Medicana, East Boring, Canal Road, Sri Krishnapuri, Patna"
"purple cafe Restaurant, Fraser Road Area",https://www.zomato.com/patna/purple-cafe-fraser-road-area,250,"Biryani, Chinese, Momos, Burger, Beverages",3.5,22," Durga Vihar, SP Verma Road, Fraser Road Area, Patna"
"mohan sweets Restaurant, Anandpuri",https://www.zomato.com/patna/mohan-sweets-anandpuri,300,Mithai,3.8,36," Opposite Panchmukhi Temple, West Boring Canal Road, Kidwaipuri, Patna"
"madhukunj restaurant hotel Restaurant, Sadikpur",https://www.zomato.com/patna/madhukunj-restaurant-hotel-sadikpur,250,"North Indian, Chinese, South Indian",3.5,34," Gaighat, Ashok Raj Path, Near Mahatma Gandhi Setu, Patna City, Near Sadikpur, Patna"
"road stove Restaurant, Golambar",https://www.zomato.com/patna/road-stove-golambar,150,"Chinese, Rolls",3.9,44," Opposite NIT backgate, Golakpur, Near Golambar, Patna"
"ritmozz cafe Restaurant, Khajpura",https://www.zomato.com/patna/ritmozz-cafe-khajpura,250,"Fast Food, Ice Cream, Beverages, Bakery",3.5,37," Opposite Gola Road, Ramjaypal More, Bailey Road, Khajpura, Patna"
"patna spice Restaurant, Kidwaipuri",https://www.zomato.com/patna/patna-spice-kidwaipuri,200,"Chinese, Biryani, Fast Food",3.5,45," Ramsuchit Mishra Path, Opposite Panchmukhi Hanuman Mandir, East Boring Canal Road, Kidwaipuri, Patna"
"food well Restaurant, Mithapur",https://www.zomato.com/patna/food-well-mithapur,350,"Fast Food, North Indian, Chinese",2.8,47," Indraprabha, Gas Agency, Mithapur, Patna"
"lazeez Restaurant, Khajpura",https://www.zomato.com/patna/lazeez-khajpura,800,"North Indian, Chinese, South Indian",3.4,36," Yadav Bhawan Beside Keshav Hospital Saguna More, Khajpura, Patna"
"dosa n chutney Restaurant, Sri Krishnapuri",https://www.zomato.com/patna/dosa-n-chutney-sri-krishnapuri,300,South Indian,3.5,58," Boring Road, Pani Tanki More, Sri Krishnapuri, Patna"
"hunger point Restaurant, Kankarbagh",https://www.zomato.com/patna/hunger-point-kankarbagh,300,"Chinese, Biryani, North Indian",3.3,58," Chitraguta Nagar, Near Buddha Dental Hospital, Munna Chak, Kankarbagh, Patna"
"food mania Restaurant, Khajpura",https://www.zomato.com/patna/the-food-mania-khajpura,500,"North Indian, Chinese, Biryani",3.5,51," Vijay Nagar Crossing, Rukanpura, Bailey Road, Patna-14"
"momo nation cafe Restaurant, Khajpura",https://www.zomato.com/patna/momo-nation-cafe-khajpura,250,"Chinese, Momos",3.6,29," Opposite Rakhi Complex, Ashiana Digha Road, Khajpura, Patna"
"googly 11 Restaurant, Phulwari Sharif",https://www.zomato.com/patna/googly-11-phulwari-sharif,500,"South Indian, Chinese",3.6,61," Sushil Plaza Chowk, Phulwari Sharif, Patna"
"galangal hotel gargee grand Restaurant, Golambar",https://www.zomato.com/patna/galangal-hotel-gargee-grand-golambar,"1,600","Chinese, Thai",3.8,57," Hotel Gargee Grand, Plot 825, Exhibition Road, Golambar, Patna"
"biryani express Restaurant, Kankarbagh",https://www.zomato.com/patna/the-biryani-express-kankarbagh,200,Biryani,3.5,41," Kamlesh Market, Ramkrishna Nagar, Kankarbagh, Patna"
